judul,kategori,prices,info,hyperlink,img_hyperlinks
RUMAH BESAR DITENGAH KOTA,Rumah,"Rp 6,5 MiliarCicilan : 29 Jutaan per bulan",44LT : 1407 m²LB : 300 m²,https://www.rumah123.com//properti/balikpapan/hos10082514/,https://picture.rumah123.com/r123/720x420-crop/house/ho10/10082514/original/hos10082514-rumah-di-jual-di-balikpapan-selatan-balikpapan-1650004452.jpg
RUMAH BESAR PINGGIR JALAN BESAR,Rumah,"Rp 6,8 MiliarCicilan : 30 Jutaan per bulan",73LT : 435 m²LB : 298 m²,https://www.rumah123.com//properti/balikpapan/hos10082513/,https://picture.rumah123.com/r123/720x420-crop/house/ho10/10082513/original/hos10082513-rumah-di-jual-di-klandasan-ulu-balikpapan-1650004449.jpg
RUMAH MINIMALIS DI WIKA,Rumah,Rp 980 JutaCicilan : 4 Jutaan per bulan,32LT : 120 m²LB : 125 m²,https://www.rumah123.com//properti/balikpapan/hos10082511/,https://picture.rumah123.com/r123/720x420-crop/house/ho10/10082511/original/hos10082511-rumah-di-jual-di-balikpapan-tengah-balikpapan-1650004446.jpg
RUMAH MINIMALIS,Rumah,Rp 500 JutaCicilan : 2 Jutaan per bulan,31LT : 120 m²LB : 100 m²,https://www.rumah123.com//properti/balikpapan/hos10082507/,https://picture.rumah123.com/r123/720x420-crop/house/ho10/10082507/original/hos10082507-rumah-di-jual-di-balikpapan-utara-balikpapan-1650004439.jpg
APARTEMEN PENTANCITY RUBY E-WALK,Apartemen,"Rp 1,22 MiliarCicilan : 5 Jutaan per bulan",22LB : 65 m²,https://www.rumah123.com//properti/balikpapan/aps2607707/,https://picture.rumah123.com/r123/720x420-crop/apartment/ap26/2607707/original/aps2607707-apartemen-di-jual-di-balikpapan-selatan-balikpapan-1650004440.jpg
RUMAH BESAR TENGAH KOTA,Rumah,"Rp 4,1 MiliarCicilan : 18 Jutaan per bulan",53LT : 318 m²LB : 460 m²,https://www.rumah123.com//properti/balikpapan/hos10082505/,https://picture.rumah123.com/r123/720x420-crop/house/ho10/10082505/original/hos10082505-rumah-di-jual-di-klandasan-ilir-balikpapan-1650004436.jpg
BORNEO BAY CITY,Apartemen,"Rp 1,8 MiliarCicilan : 8 Jutaan per bulan",21LB : 43 m²,https://www.rumah123.com//properti/balikpapan/aps2607706/,https://picture.rumah123.com/r123/720x420-crop/apartment/ap26/2607706/original/aps2607706-apartemen-di-jual-di-klandasan-ilir-balikpapan-1650004434.jpg
RUMAH BALIKPAPAN STRATEGIS,Rumah,"Rp 1,29 MiliarCicilan : 5 Jutaan per bulan",32LT : 240 m²LB : 240 m²,https://www.rumah123.com//properti/balikpapan/hos10038147/,https://picture.rumah123.com/r123/720x420-crop/house/ho10/10038147/original/hos10038147-rumah-di-jual-di-balikpapan-selatan-balikpapan-1649394437.jpg
"BALIKPAPAN,  RUMAH DENGAN TANAH LUAS (Y391)",Rumah,"Rp 2,2 MiliarCicilan : 9 Jutaan per bulan",42LT : 360 m²LB : 300 m²,https://www.rumah123.com//properti/balikpapan/hos10036382/,https://picture.rumah123.com/r123/720x420-crop/house/ho10/10036382/original/hos10036382-rumah-di-jual-di-balikpapan-selatan-balikpapan-1649378591.jpg
BALIKPAPAN REGENCY,Rumah,Rp 995 JutaCicilan : 4 Jutaan per bulan,31LT : 180 m²LB : 60 m²,https://www.rumah123.com//properti/balikpapan/hos9907451/,https://picture.rumah123.com/r123/720x420-crop/house/ho99/9907451/original/hos9907451-rumah-di-jual-di-balikpapan-selatan-balikpapan-1647595284.jpg
RUMAH 2 LANTAI BARU SELESAI RENOVASI DI BALIKPAPAN REGENCY,Rumah,"Rp 1,65 MiliarCicilan : 7 Jutaan per bulan",43LT : 157 m²LB : 200 m²,https://www.rumah123.com//properti/balikpapan/hos9907447/,https://picture.rumah123.com/r123/720x420-crop/house/ho99/9907447/original/hos9907447-rumah-di-jual-di-balikpapan-selatan-balikpapan-1647595281.jpg
TAMAN SARI BUKIT MUTIARA (WIKA),Rumah,"Rp 1,5 MiliarCicilan : 6 Jutaan per bulan",42LT : 200 m²LB : 200 m²,https://www.rumah123.com//properti/balikpapan/hos9907448/,https://picture.rumah123.com/r123/720x420-crop/house/ho99/9907448/original/hos9907448-rumah-di-jual-di-balikpapan-utara-balikpapan-1647595282.jpg
TAMAN SARI BUKIT MUTIARA,Rumah,"Rp 1,3 MiliarCicilan : 5 Jutaan per bulan",31LT : 144 m²LB : 110 m²,https://www.rumah123.com//properti/balikpapan/hos9907445/,https://picture.rumah123.com/r123/720x420-crop/house/ho99/9907445/original/hos9907445-rumah-di-jual-di-balikpapan-utara-balikpapan-1647595280.jpg
BORNEO PARADISO,Rumah,Rp 900 JutaCicilan : 4 Jutaan per bulan,52LT : 178 m²LB : 100 m²,https://www.rumah123.com//properti/balikpapan/hos9907444/,https://picture.rumah123.com/r123/720x420-crop/house/ho99/9907444/original/hos9907444-rumah-di-jual-di-balikpapan-selatan-balikpapan-1647595279.jpg
BALIKPAPAN BARU,Rumah,Rp 3 MiliarCicilan : 13 Jutaan per bulan,55LT : 240 m²LB : 74 m²,https://www.rumah123.com//properti/balikpapan/hos9907443/,https://picture.rumah123.com/r123/720x420-crop/house/ho99/9907443/original/hos9907443-rumah-di-jual-di-damai-balikpapan-1647595278.jpg
INPRES,Rumah,"Rp 1,2 MiliarCicilan : 5 Jutaan per bulan",53LT : 195 m²LB : 175 m²,https://www.rumah123.com//properti/balikpapan/hos9907442/,https://picture.rumah123.com/r123/720x420-crop/house/ho99/9907442/original/hos9907442-rumah-di-jual-di-balikpapan-utara-balikpapan-1659025664.jpg
GRAHA INDAH,Rumah,Rp 600 JutaCicilan : 2 Jutaan per bulan,31LT : 108 m²LB : 100 m²,https://www.rumah123.com//properti/balikpapan/hos9907439/,https://picture.rumah123.com/r123/720x420-crop/house/ho99/9907439/original/hos9907439-rumah-di-jual-di-balikpapan-utara-balikpapan-1647595274.jpg
AGUNG TUNGGAL,Rumah,"Rp 3,8 MiliarCicilan : 17 Jutaan per bulan",43LT : 400 m²LB : 230 m²,https://www.rumah123.com//properti/balikpapan/hos9907435/,https://picture.rumah123.com/r123/720x420-crop/house/ho99/9907435/original/hos9907435-rumah-di-jual-di-balikpapan-utara-balikpapan-1647595271.jpg
"Balikpapan, 2 unit rumah,Jl. Kariangau.",Rumah,"Rp 1,4 MiliarCicilan : 6 Jutaan per bulan",73LT : 350 m²LB : 230 m²,https://www.rumah123.com//properti/balikpapan/hos9907327/,https://picture.rumah123.com/r123/720x420-crop/house/ho99/9907327/original/hos9907327-rumah-di-jual-di-balikpapan-barat-balikpapan-1683599309.jpg
BALIKPAPAN RUMAH DIBORNEO PARADISO,Rumah,Rp 480 JutaCicilan : 2 Jutaan per bulan,211LT : 96 m²LB : 50 m²,https://www.rumah123.com//properti/balikpapan/hos9907313/,https://picture.rumah123.com/r123/720x420-crop/house/ho99/9907313/original/hos9907313-rumah-di-jual-di-balikpapan-selatan-balikpapan-1683599311.jpg
BALIKPAPAN RUMAH MEWAH DALAM  PERUMAHAN KORPRI DEKAT SEMUA FASILITAS UMUM,Rumah,"Rp 2,5 MiliarCicilan : 11 Jutaan per bulan",531LT : 150 m²LB : 300 m²,https://www.rumah123.com//properti/balikpapan/hos9907311/,https://picture.rumah123.com/r123/720x420-crop/house/ho99/9907311/original/hos9907311-rumah-di-jual-di-balikpapan-selatan-balikpapan-1683599310.jpg
RUMAH CANTIK DI BERUMAHAN MEWAH KOTA BALIKPAPAN PLUS FURNITUR,Rumah,"Rp 1,8 MiliarCicilan : 8 Jutaan per bulan",42LT : 216 m²LB : 300 m²,https://www.rumah123.com//properti/balikpapan/hos9772933/,https://picture.rumah123.com/r123/720x420-crop/house/ho97/9772933/original/hos9772933-rumah-di-jual-di-balikpapan-selatan-balikpapan-1645772467.jpg
Rumah Kost Dekat Pasar Besar Tengah Kota Bisa Untuk Guest House,Rumah,Rp 7 MiliarCicilan : 31 Jutaan per bulan,2442LT : 634 m²LB : 400 m²,https://www.rumah123.com//properti/balikpapan/hos9725686/,https://picture.rumah123.com/r123/720x420-crop/house/ho97/9725686/original/hos9725686-rumah-di-jual-di-balikpapan-selatan-di-balikpapan-16451598665278.jpg
"Rumah Bangunan Rumah Kost, Lokasi Strategis Di Pasar Besar Pusat Kota Balikpapan",Rumah,"Rp 7,5 MiliarCicilan : 34 Jutaan per bulan",24LT : 634 m²LB : 400 m²,https://www.rumah123.com//properti/balikpapan/hos9725571/,https://picture.rumah123.com/r123/720x420-crop/house/ho97/9725571/original/hos9725571-rumah-di-jual-di-balikpapan-selatan-di-balikpapan-16451592940366.jpg
"TUR7N HARGA RUMAH BAGUS JUAL CEPAT, cluster citra indah, one gate smart card system",Rumah,"Rp 3,5 MiliarCicilan : 15 Jutaan per bulan",432LT : 230 m²LB : 320 m²,https://www.rumah123.com//properti/balikpapan/hos9725251/,https://picture.rumah123.com/r123/720x420-crop/house/ho97/9725251/original/hos9725251-rumah-di-jual-di-balikpapan-selatan-di-balikpapan-16451578698899.jpg
RUMAH BALIKPAPAN HOOK GADING PRATAMA DEKAT POLDA,Rumah,"Rp 1,49 MiliarCicilan : 6 Jutaan per bulan",32LT : 144 m²LB : 120 m²,https://www.rumah123.com//properti/balikpapan/hos9671097/,https://picture.rumah123.com/r123/720x420-crop/house/ho96/9671097/original/hos9671097-rumah-di-jual-di-balikpapan-selatan-balikpapan-1644539860.jpg
RUMAH DUA LANTAI DI KAWASAN PERUMAHAN BALIKPAPAN BARU,Rumah,Rp 2 MiliarCicilan : 9 Jutaan per bulan,43LT : 300 m²LB : 220 m²,https://www.rumah123.com//properti/balikpapan/hos9536921/,https://picture.rumah123.com/r123/720x420-crop/house/ho95/9536921/original/hos9536921-rumah-di-jual-di-damai-balikpapan-1642724697.jpg
DI JUAL RUMAH CANTIK DI PERUMAHAN BUKIT DAMAI INDAH,Rumah,"Rp 1,6 MiliarCicilan : 7 Jutaan per bulan",22LT : 160 m²LB : 135 m²,https://www.rumah123.com//properti/balikpapan/hos9499747/,https://picture.rumah123.com/r123/720x420-crop/house/ho94/9499747/original/hos9499747-rumah-di-jual-di-balikpapan-selatan-balikpapan-1679986095.jpg
"BALIKPAPAN,  INDRAKILA ( Y171)",Rumah,"Rp 1,3 MiliarCicilan : 5 Jutaan per bulan",33LT : 320 m²LB : 172 m²,https://www.rumah123.com//properti/balikpapan/hos8122509/,https://picture.rumah123.com/r123/720x420-crop/house/ho81/8122509/original/hos8122509-rumah-di-jual-di-gn.-samarinda-balikpapan-1617586268.jpg
BALIKPAPAN PERUM HER 2(Y213),Rumah,Rp 750 JutaCicilan : 3 Jutaan per bulan,31LT : 120 m²LB : 180 m²,https://www.rumah123.com//properti/balikpapan/hos8379576/,https://picture.rumah123.com/r123/720x420-crop/house/ho83/8379576/original/hos8379576-rumah-di-jual-di-sepinggan-balikpapan-1622625341.jpg
RUMAH MINIMALIS CANTIK,Rumah,"Rp 1,5 MiliarCicilan : 6 Jutaan per bulan",32LT : 328 m²LB : 158 m²,https://www.rumah123.com//properti/balikpapan/hos9425495/,https://picture.rumah123.com/r123/720x420-crop/house/ho94/9425495/original/hos9425495-rumah-di-jual-di-balikpapan-selatan-balikpapan-1703831474.jpg
BESAR DALAM PERUMAHAN ELIT,Rumah,"Rp 3,8 MiliarCicilan : 17 Jutaan per bulan",64LT : 200 m²LB : 250 m²,https://www.rumah123.com//properti/balikpapan/hos9425492/,https://picture.rumah123.com/r123/720x420-crop/house/ho94/9425492/original/hos9425492-rumah-di-jual-di-balikpapan-selatan-balikpapan-1703831475.jpg
RUMAH BALIKPAPAN WIKA HOOK BARU RENOV,Rumah,"Rp 1,69 MiliarCicilan : 7 Jutaan per bulan",31LT : 250 m²LB : 60 m²,https://www.rumah123.com//properti/balikpapan/hos9359364/,https://picture.rumah123.com/r123/720x420-crop/house/ho93/9359364/original/hos9359364-rumah-di-jual-di-balikpapan-utara-balikpapan-1639715235.jpg
BALIKPAPAN GRANDCITY (Y199),Rumah,"Rp 1,1 MiliarCicilan : 5 Jutaan per bulan",22LT : 72 m²LB : 57 m²,https://www.rumah123.com//properti/balikpapan/hos8247708/,https://picture.rumah123.com/r123/720x420-crop/house/ho82/8247708/original/hos8247708-rumah-di-jual-di-balikpapan-selatan-balikpapan-1619761468.jpg
"BALIKPAPAN, WIKA RUMAH ASRI TERAWAT (Y288)",Rumah,"Rp 1,2 MiliarCicilan : 5 Jutaan per bulan",32LT : 180 m²LB : 120 m²,https://www.rumah123.com//properti/balikpapan/hos8834933/,https://picture.rumah123.com/r123/720x420-crop/house/ho88/8834933/original/hos8834933-rumah-di-jual-di-balikpapan-utara-balikpapan-1631500232.jpg
RUMAH HOMY MEWAH LUAS SIAP HUNI BALIKPAPAN,Rumah,"Rp 4,6 MiliarCicilan : 20 Jutaan per bulan",32LT : 485 m²LB : 300 m²,https://www.rumah123.com//properti/balikpapan/hos8787857/,https://picture.rumah123.com/r123/720x420-crop/house/ho87/8787857/original/hos8787857-rumah-di-jual-di-balikpapan-selatan-balikpapan-1630651464.jpg
RUMAH LUAS MEWAH DI TENGAH KOTA BALIKPAPAN,Rumah,"Rp 1,5 MiliarCicilan : 6 Jutaan per bulan",53LT : 137 m²LB : 274 m²,https://www.rumah123.com//properti/balikpapan/hos8748565/,https://picture.rumah123.com/r123/720x420-crop/house/ho87/8748565/original/hos8748565-rumah-di-jual-di-telaga-sari-balikpapan-1630027452.jpg
"BALIKPAPAN,  RUMAH CANTIK TENGAH KOTA (Y255)",Rumah,"Rp 1,6 MiliarCicilan : 7 Jutaan per bulan",32LT : 210 m²LB : 176 m²,https://www.rumah123.com//properti/balikpapan/hos8598225/,https://picture.rumah123.com/r123/720x420-crop/house/ho85/8598225/original/hos8598225-rumah-di-jual-di-balikpapan-selatan-balikpapan-1627023065.jpg
DUA RUMAH BERSEBELAHAN SATU SERTIFIKAT SIAP HUNI,Rumah,"Rp 1,5 MiliarCicilan : 6 Jutaan per bulan",54LT : 193 m²LB : 150 m²,https://www.rumah123.com//properti/balikpapan/hos8571144/,https://picture.rumah123.com/r123/720x420-crop/house/ho85/8571144/original/hos8571144-rumah-di-jual-di-balikpapan-selatan-balikpapan-1626423808.jpg
Rumah Kosong di Balikpapan,Rumah,Rp 795 JutaCicilan : 3 Jutaan per bulan,31LT : 150 m²LB : 63 m²,https://www.rumah123.com//properti/balikpapan/hos8487441/,https://picture.rumah123.com/r123/720x420-crop/house/ho84/8487441/original/hos8487441-rumah-di-jual-di-sepinggan-balikpapan-16246180197506.jpg
Rumah Mewah design minimalis siap huni Cluster Paris Balikpapan Baru,Rumah,"Rp 7,5 MiliarCicilan : 34 Jutaan per bulan",LT : 300 m²LB : 300 m²,https://www.rumah123.com//properti/balikpapan/hos8386551/,https://picture.rumah123.com/r123/720x420-crop/house/ho83/8386551/original/hos8386551-rumah-di-jual-di-balikpapan-baru-balikpapan-16227701969765.jpg
Ruman modern lokasi premium dan elite,Rumah,"Rp 3,8 MiliarCicilan : 17 Jutaan per bulan",43LT : 240 m²LB : 245 m²,https://www.rumah123.com//properti/balikpapan/hos7171244/,https://picture.rumah123.com/r123/720x420-crop/house/ho71/7171244/original/hos7171244-rumah-di-jual-di-balikpapan-selatan-balikpapan-15980018945708.jpg
"Rumah cantik minimalis, modern, lokasi ciputra hadap boulevard",Rumah,"Rp 3,5 MiliarCicilan : 15 Jutaan per bulan",45LT : 300 m²LB : 300 m²,https://www.rumah123.com//properti/balikpapan/hos4742484/,https://picture.rumah123.com/r123/720x420-crop/house/ho47/4742484/original/hos4742484-rumah-di-jual-di-balikpapan-selatan-balikpapan-15629406018727.jpg
rmh cantik siap huni,Rumah,"Rp 1,2 MiliarCicilan : 5 Jutaan per bulan",32LT : 152 m²LB : 70 m²,https://www.rumah123.com//properti/balikpapan/hos4274768/,https://picture.rumah123.com/r123/720x420-crop/house/ho42/4274768/original/hos4274768-rumah-di-jual-di-balikpapan-timur-balikpapan-15502107181858.jpg
"Kost Baru + Rumah 2 lantai, 28 + 4 Kamar di Gunung Sari, Posisi Strategis",Rumah,Rp 3 MiliarCicilan : 13 Jutaan per bulan,32LT : 525 m²LB : 305 m²,https://www.rumah123.com//properti/balikpapan/hos2976033/,https://picture.rumah123.com/r123/720x420-crop/house/ho29/2976033/original/hos2976033-rumah-di-jual-di-balikpapan-tengah-balikpapan-15127203694856.jpg
TURUN HARGA LAGI KANTOR/ RUMAH STRATEGIS  HARGA  MURAH,Rumah,"Rp 4,5 MiliarCicilan : 20 Jutaan per bulan",74LT : 540 m²LB : 550 m²,https://www.rumah123.com//properti/balikpapan/hos1942180/,https://picture.rumah123.com/r123/720x420-crop/house/ho19/1942180/original/hos1942180-rumah-di-jual-di-balikpapan-utara-balikpapan-16038567334795.jpg
RUMAH KOLAM RENANG RASA VILA DI PERUMAHAN PUPUK,Rumah,"Rp 5,25 MiliarCicilan : 23 Jutaan per bulan",33LT : 500 m²LB : 350 m²,https://www.rumah123.com//properti/balikpapan/hos16245591/,https://picture.rumah123.com/r123/720x420-crop/house/ho16/16245591/original/hos16245591-rumah-di-jual-di-balikpapan-selatan-balikpapan-1706779660.jpg
RUMAH MEWAH RASA VILA DI PERUMAHAN PUPUK,Rumah,"Rp 5,25 MiliarCicilan : 23 Jutaan per bulan",33LT : 500 m²LB : 350 m²,https://www.rumah123.com//properti/balikpapan/hos16245587/,https://picture.rumah123.com/r123/720x420-crop/house/ho16/16245587/original/hos16245587-rumah-di-jual-di-balikpapan-selatan-balikpapan-1706779654.jpg
DIJUAL RUMAH Daun Village Balikpapan,Rumah,Rp 7 MiliarCicilan : 31 Jutaan per bulan,462LT : 190 m²LB : 380 m²,https://www.rumah123.com//properti/balikpapan/hos16243214/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1727362/2024-02-01-06-43-20-47d73ab1-e355-4d27-a880-d433af6e42cc.jpg
"RUMAH 3 LANTAI DI TELAGA SARI, BALIKPAPAN",Rumah,Rp 1 MiliarCicilan : 4 Jutaan per bulan,64LT : 150 m²LB : 174 m²,https://www.rumah123.com//properti/balikpapan/hos16240159/,https://picture.rumah123.com/r123/720x420-crop/house/ho16/16240159/original/hos16240159-rumah-di-jual-di-telaga-sari-balikpapan-1706756885.jpg
"RUMAH SIAP HUNI PERUMAHAN BDS 2, TENGAH KOTA BALIKPAPAN KAL-TIM",Rumah,Rp 800 JutaCicilan : 3 Jutaan per bulan,211LT : 120 m²LB : 90 m²,https://www.rumah123.com//properti/balikpapan/hos16238884/,https://picture.rumah123.com/r123/720x420-crop/house/ho16/16238884/original/hos16238884-rumah-di-jual-di-balikpapan-selatan-balikpapan-1706746931.jpg
Rumah Minimalis Bagus 2 Lantai Dekat SMA 4,Rumah,Rp 850 JutaCicilan : 3 Jutaan per bulan,321LT : 150 m²LB : 120 m²,https://www.rumah123.com//properti/balikpapan/hos16166480/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1928965/2024-01-25-08-30-42-d2ea8289-5a09-46a8-bc20-bfae38d81939.jpg
APARTEMEN BAGUS SEAVIEW DI BSB BALIKPAPAN,Apartemen,"Rp 1,17 MiliarCicilan : 5 Jutaan per bulan",22LB : 62 m²,https://www.rumah123.com//properti/balikpapan/aps3176793/,https://picture.rumah123.com/r123/720x420-crop/apartment/ap31/3176793/original/aps3176793-apartemen-di-jual-di-balikpapan-selatan-balikpapan-1706163100.jpg
APARTEMEN BAGUS SEAVIEW DI BSB BALIKPAPAN,Apartemen,"Rp 1,17 MiliarCicilan : 5 Jutaan per bulan",22LB : 62 m²,https://www.rumah123.com//properti/balikpapan/aps3176792/,https://picture.rumah123.com/r123/720x420-crop/apartment/ap31/3176792/original/aps3176792-apartemen-di-jual-di-balikpapan-selatan-balikpapan-1706163098.jpg
BALIKPAPAN PERUMAHAN BALIKPAPAN BARU,Rumah,"Rp 2,8 MiliarCicilan : 12 Jutaan per bulan",43LT : 320 m²LB : 155 m²,https://www.rumah123.com//properti/balikpapan/hos16163292/,https://picture.rumah123.com/r123/720x420-crop/house/ho16/16163292/original/hos16163292-rumah-di-jual-di-balikpapan-baru-balikpapan-1706162420.jpg
RUMAH HOMY COZY SIAP HUNI DALAM PERUMAHAN ELITE BALIKPAPAN,Rumah,"Rp 2,8 MiliarCicilan : 12 Jutaan per bulan",33LT : 162 m²LB : 240 m²,https://www.rumah123.com//properti/balikpapan/hos16161309/,https://picture.rumah123.com/r123/720x420-crop/house/ho16/16161309/original/hos16161309-rumah-di-jual-di-balikpapan-selatan-balikpapan-1706154413.jpg
Balikpapan borneo bay type studio,Apartemen,Rp 750 JutaCicilan : 3 Jutaan per bulan,11LB : 31 m²,https://www.rumah123.com//properti/balikpapan/aps3167605/,https://picture.rumah123.com/r123/720x420-crop/apartment/ap31/3167605/original/aps3167605-apartemen-di-jual-di-klandasan-ilir-balikpapan-1705559936.jpg
Balikpapan borneo bay type 1 BR,Apartemen,"Rp 1,05 MiliarCicilan : 4 Jutaan per bulan",11LB : 41 m²,https://www.rumah123.com//properti/balikpapan/aps3167604/,https://picture.rumah123.com/r123/720x420-crop/apartment/ap31/3167604/original/aps3167604-apartemen-di-jual-di-klandasan-ilir-balikpapan-1705559934.jpg
Balikpapan borneo bay AN type 2 BR,Apartemen,"Rp 1,45 MiliarCicilan : 6 Jutaan per bulan",21LB : 55 m²,https://www.rumah123.com//properti/balikpapan/aps3167603/,https://picture.rumah123.com/r123/720x420-crop/apartment/ap31/3167603/original/aps3167603-apartemen-di-jual-di-klandasan-ilir-balikpapan-1705559933.jpg
RUMAH BAGUS DI BORNEO PARADISO,Rumah,"Rp 2,9 MiliarCicilan : 13 Jutaan per bulan",43LT : 140 m²LB : 240 m²,https://www.rumah123.com//properti/balikpapan/hos16089732/,https://picture.rumah123.com/r123/720x420-crop/house/ho16/16089732/original/hos16089732-rumah-di-jual-di-balikpapan-selatan-balikpapan-1705555286.jpg
"BALIKPAPAN BORNEO BAY TYPE STUDIO, VIEW CITY, FULLY FURNISHED",Apartemen,Rp 910 JutaCicilan : 4 Jutaan per bulan,11LB : 31 m²,https://www.rumah123.com//properti/balikpapan/aps3167347/,https://picture.rumah123.com/r123/720x420-crop/apartment/ap31/3167347/original/aps3167347-apartemen-di-jual-di-klandasan-ilir-balikpapan-1705551781.jpg
"BALIKPAPAN, HUNIAN NYAMAN DI APARTEMEN BORNEO BAY CITY",Apartemen,Rp 870 JutaCicilan : 3 Jutaan per bulan,11LB : 31 m²,https://www.rumah123.com//properti/balikpapan/aps3167259/,https://picture.rumah123.com/r123/720x420-crop/apartment/ap31/3167259/original/aps3167259-apartemen-di-jual-di-balikpapan-tengah-balikpapan-1705549349.jpg
RUMAH DIPERUMAHAN WIKA,Rumah,Rp 900 JutaCicilan : 4 Jutaan per bulan,22LT : 120 m²LB : 120 m²,https://www.rumah123.com//properti/balikpapan/hos16086568/,https://picture.rumah123.com/r123/720x420-crop/house/ho16/16086568/original/hos16086568-rumah-di-jual-di-balikpapan-utara-balikpapan-1705544847.jpg
Rumah Bagus Siap Huni 2 Lantai di Gunung Sari,Rumah,"Rp 1,2 MiliarCicilan : 5 Jutaan per bulan",42LT : 165 m²LB : 150 m²,https://www.rumah123.com//properti/balikpapan/hos16015497/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1928965/2024-01-11-07-03-58-64026af9-a152-42b1-b277-afc5d576a3ed.jpg
rumah besar dengan tanah luas di tengah kota .,Rumah,"Rp 9,5 MiliarCicilan : 43 Jutaan per bulan",LT : 1195 m²LB : 600 m²,https://www.rumah123.com//properti/balikpapan/hos16015337/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1730302/2024-01-11-06-53-27-7ded7d5d-0ab5-40ca-affe-2f19fba9a2dd.jpg
Rumah minimalis 2.5 lantai di balikpapan baru,Rumah,"Rp 2,5 MiliarCicilan : 11 Jutaan per bulan",LT : 165 m²LB : 250 m²,https://www.rumah123.com//properti/balikpapan/hos16014554/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1730302/2024-01-11-06-02-19-63173305-f4f8-49df-9862-5219ba817633.jpg
