Judul,Harga,Lokasi,Kamar Tidur,Kamar Mandi,Luas Tanah,Luas Bangunan,Carport,Tipe Properti,Sertifikat,Daya Listrik,Kamar Pembantu,Dapur,Ruang Makan,Ruang Tamu,Kondisi Perabotan,Jumlah Lantai,Pemandangan,Terjangkau Internet,Lebar Jalan,Sumber Air,Hook,Kondisi Properti,Tipe Iklan
RUMAH CLUSTER SINAR MAS GRAND CITY NORD VILLE 2 LT,"Rp 1,8 Miliar","Balikpapan Utara, Balikpapan",8,3,619 m²,400 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,1,Ya,Ya,,2,Perkotaan,Ya,2 Mobil,PAM atau PDAM,Ya,,Dijual
RUMAH CLUSTER SINAR MAS GRAND CITY NORD VILLE 2LT,"Rp 2,3 Miliar","Balikpapan Utara, Balikpapan",2,2,216 m²,90 m²,2,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,Ya,Ya,,,Pemukiman Warga,Ya,2 Mobil,,Ya,Bagus,Dijual
RUMAH CLUSTER NORD VILLE SINAR MAS GRAND CITY 2 LT,"Rp 3,5 Miliar","Balikpapan Utara, Balikpapan",4,4,190 m²,146 m²,,Rumah,HGB - Hak Guna Bangunan,2200 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
RUMAH MURAH DI PERUMAHAN ELIT,"Rp 1,05 Miliar","Balikpapan Selatan, Balikpapan",3,3,155 m²,120 m²,,Rumah,HGB - Hak Guna Bangunan,2200 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
DAUN VILLAGE TYPE MULBERRY,Rp 725 Juta,"Balikpapan Utara, Balikpapan",3,3,105 m²,88 m²,,Rumah,HGB - Hak Guna Bangunan,2200 Watt,,,,,,,,,,,,,Dijual
RUMAH KANTOR 2LT DITENGAH KOTA STRATEGIS HARGA MURAH,"Rp 2,1 Miliar","Balikpapan Tengah, Balikpapan",3,4,128 m²,117 m²,,Rumah,HGB - Hak Guna Bangunan,2200 Watt,,,,,,,,,,,,,Dijual
STRATEGIS TEMPAT USAHA DI PINGGIR JALAN BALIKPAPAN,Rp 500 Juta,"Balikpapan Tengah, Balikpapan",5,5,200 m²,172 m²,,Rumah,HGB - Hak Guna Bangunan,2200 Watt,,,,,,,,,,,,,Dijual
PERUMAHAN CITRA CITY LANDMARK TYPE ALODIA 2 LT,"Rp 1,72 Miliar","Balikpapan Selatan, Balikpapan",3,2,90 m²,90 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,,,,,,,,,,Dijual
"RUMAH  2LT DI  PERUMAHAN BORNEO PARADISO,BALIKPAPAN","Rp 1,2 Miliar","Balikpapan Timur, Balikpapan",2,1,84 m²,45 m²,,Rumah,HGB - Hak Guna Bangunan,2200 Watt,,,,,,,,,,,,,Dijual
KOMPLEK PERUM PONDOK BUKIT LESTARI BALIKPAPAN,Rp 200 Juta,"Balikpapan Selatan, Balikpapan",8,6,429 m²,429 m²,,Rumah,SHM - Sertifikat Hak Milik,5500 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
RUMAH DEKAT PERUMAHAN BALIKPAPAN BARU,Rp 950 Juta,"Balikpapan Tengah, Balikpapan",2,1,87 m²,70 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,,,,,,,,,,,Dijual
RUMAH DI DAERAH KARIANGAU DEKAT PELABUHAN PETI KEMAS,Rp 600 Juta,"Balikpapan Utara, Balikpapan",3,2,72 m²,74 m²,,Rumah,HGB - Hak Guna Bangunan,2200 Watt,,,,,,,,,,,,,Dijual
DAUN VILLAGE NEW LYCHEE 2 LANTAI,"Rp 2,5 Miliar","Balikpapan Selatan, Balikpapan",3,2,120 m²,90 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,,,,,,,,,,Dijual
RUMAH MURAH DI PERUMAHAN PESONA KHATULISTIWA,Rp 620 Juta,"Balikpapan Tengah, Balikpapan",2,1,190 m²,36 m²,,Rumah,HGB - Hak Guna Bangunan,1300 Watt,,,,,,,,,,,,,Dijual
RUMAH TINGGAL DI  KOTA BALIKPAPAN,Rp 800 Juta,"Balikpapan Selatan, Balikpapan",3,2,180 m²,120 m²,,Rumah,HGB - Hak Guna Bangunan,2200 Watt,,,,,,,,,,,,,Dijual
RUMAH TINGGAL 2LT DI TENGAH KOTA DI BALIKPAPAN,Rp 675 Juta,"Balikpapan Tengah, Balikpapan",2,1,156 m²,100 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,,,,,,,,,,Dijual
RUMAH MEWAH DAUN VILLAGE MENGEDEPANKAN KEMEWAHAN,Rp 895 Juta,"Balikpapan Selatan, Balikpapan",4,3,240 m²,116 m²,,Rumah,HGB - Hak Guna Bangunan,1300 Watt,,,,,,,,,,,,,Dijual
RUMAH DEKAT MALL DIKAWASAN PUPUK BARAT,"Rp 4,5 Miliar","Balikpapan Selatan, Balikpapan",3,1,78 m²,42 m²,,Rumah,HGB - Hak Guna Bangunan,5500 Watt,,,,,,,,,,,,,Dijual
RUMAH MURAH TENGAH KOTA PERUMAHAN PESONA KHATULISTIWA,Rp 580 Juta,"Sumber Rejo, Balikpapan",2,2,200 m²,77 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,,,,,,,,,,,Dijual
RUMAH CITRA BUKIT INDAH WATER FRONT,"Rp 1,6 Miliar","Balikpapan Selatan, Balikpapan",5,2,157 m²,145 m²,,Rumah,SHM - Sertifikat Hak Milik,900 Watt,,,,,,,,,,,,,Dijual
PERUMAHAN THE PEAK RESIDENCE DI KAWASAN TIMUR,Rp 527 Juta,"Manggar, Balikpapan",2,1,98 m²,60 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,,,,,,,,,,,Dijual
RUMAH DI JALAN MULAWARMAN 2 LANTAI,Rp 980 Juta,"Balikpapan Selatan, Balikpapan",3,2,440 m²,320 m²,,Rumah,SHM - Sertifikat Hak Milik,6600 Watt,1,,,,,,,,,,,,Dijual
RUMAH MURAH DI HOOK SEPINGGAN ASRI,Rp 875 Juta,"Balikpapan Selatan, Balikpapan",2,1,72 m²,36 m²,,Rumah,HGB - Hak Guna Bangunan,1300 Watt,,,,,,,,,,,,,Dijual
BALIKPAPAN REGENCY CLUSTER VALENCIA,Rp 850 Juta,"Balikpapan Selatan, Balikpapan",3,2,135 m²,81 m²,,Rumah,SHM - Sertifikat Hak Milik,5500 Watt,,,,,,,,,,,,,Dijual
PERUMAHAN CITRA CITY TYPE ODILIA,"Rp 2,25 Miliar","Balikpapan Selatan, Balikpapan",2,1,90 m²,45 m²,,Rumah,HGB - Hak Guna Bangunan,2200 Watt,,,,,,,,,,,,,Dijual
RUMAH DI JL RIKO KAMPUNG BARU,"Rp 1,75 Miliar","Baru Tengah, Balikpapan",3,1,395 m²,121 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,,,,,,,,,,Dijual
RUMAH MODERN 2 MENIT DARI STT MIGAS KM 8,Rp 726 Juta,"Balikpapan Utara, Balikpapan",4,2,180 m²,120 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,,,,,,,,,,Dijual
RUMAH MURAH 2 LT   DI PERUMAHAN PESONA KHATULISTIWA,Rp 983 Juta,"Balikpapan Tengah, Balikpapan",2,2,90 m²,54 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
HUNIAN RUMAH YANG NYAMAN DAN DI DAERAH STRATEGIS,Rp 850 Juta,"Balikpapan Utara, Balikpapan",3,1,105 m²,92 m²,,Rumah,HGB - Hak Guna Bangunan,2200 Watt,,,,,,,,,,,,,Dijual
RUMAH HUNIAN NYAMAN DI HOOK PERUM SEPINGGAN PRATAMA,"Rp 2,27 Miliar","Balikpapan Selatan, Balikpapan",2,2,307 m²,307 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,,,,,,,,,,Dijual
"DIJUAL RUMAH DI PUPUK RAYA, BALIKPAPAN KAL-TIM","Rp 3,35 Miliar","Balikpapan Selatan, Balikpapan",2,2,157 m²,90 m²,,Rumah,SHM - Sertifikat Hak Milik,4400 Watt,,,,,,,,,,,,,Dijual
HUNIAN NYAMAN DISEPINGGAN PRATAMA,"Rp 2,2 Miliar","Balikpapan Selatan, Balikpapan",3,3,108 m²,60 m²,,Rumah,HGB - Hak Guna Bangunan,1300 Watt,,,,,,,,,,,,,Dijual
Rumah 1 Lantai dekat perkantoran dan perumahan,Rp 875 Juta,"Sepinggan, Balikpapan",2,2,184 m²,64 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,,,,,,,,,,,Dijual
216 Balikpapan Taman Sari Bukit Mutiara Wika Rumah Cantik Siap Huni,"Rp 2,65 Miliar","Balikpapan Selatan, Balikpapan",3,2,220 m²,150 m²,,Rumah,SHM - Sertifikat Hak Milik,3500 Watt,,,,,,,,,,,,,Dijual
128 Balikpapan Baru Rumah Mewah Full Furnished Area Dekat Pusat Kuliner,"Rp 2,8 Miliar","Balikpapan Baru, Balikpapan",5,4,250 m²,213 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,1,Tidak,Tidak,Unfurnished,2,,Tidak,2 Mobil,PAM atau PDAM,Tidak,Bagus,Dijual
RUMAH TENGAH KOTA,Rp 1 Miliar,"Balikpapan Selatan, Balikpapan",3,2,220 m²,150 m²,,Rumah,SHM - Sertifikat Hak Milik,3500 Watt,,,,,,,,,,,,,Dijual
DI JUAL CEPAT RUMAH SHM DI KAWASAN PERUMAHAN GRAND CITY,"Rp 1,28 Miliar","Balikpapan Utara, Balikpapan",3,2,180 m²,120 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,1,1,Ya,Ya,Unfurnished,1,Pemukiman Warga,Ya,2 Mobil,PAM atau PDAM,Ya,Sudah Renovasi,Dijual
DI JUAL RUMAH ASRI DI KAWASAN PERUMAHAN PONDOK KARYA AGUNG,"Rp 1,35 Miliar","Balikpapan Selatan, Balikpapan",3,2,292 m²,300 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
RUMAH DUA LANTAI DI KAWASAN PERUMAHAN BALIKPAPAN BARU,"Rp 2,6 Miliar","Damai, Balikpapan",5,4,200 m²,298 m²,,Rumah,SHM - Sertifikat Hak Milik,5500 Watt,2,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
RUMAH ELIT DI PERUMAHAN BUKIT CITRA INDAH,"Rp 3,85 Miliar","Balikpapan Selatan, Balikpapan",3,1,147 m²,300 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,,,,,,,,,,Dijual
RUMAH ELIT DI PERUMAHAN BUKIT CITRA INDAH,"Rp 4,95 Miliar","Balikpapan Selatan, Balikpapan",2,2,108 m²,61 m²,,Rumah,"Lainnya (PPJB,Girik,Adat,dll)",2200 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
DUA RUMAH DENGAN HARGA MURAH FULL FURNITURE DI PERUMAHAN VILA DAMAI,"Rp 1,6 Miliar","Balikpapan Tengah, Balikpapan",4,3,287 m²,184 m²,,Rumah,SHM - Sertifikat Hak Milik,3500 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
BALIKPAPAN BARU,"Rp 1,25 Miliar","Damai, Balikpapan",3,120,261 m²,120 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,2,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
RUMAH MURAH DI PERUMAHAN SEPINGGAN,Rp 600 Juta,"Sepinggan, Balikpapan",4,4,244 m²,300 m²,,Rumah,SHM - Sertifikat Hak Milik,5500 Watt,1,,,,,,,,,,,,Dijual
RUMAH MURAH DI PERUMAHAN BALIKPAPAN BARU,"Rp 1,05 Miliar","Damai, Balikpapan",4,4,412 m²,340 m²,,Rumah,SHM - Sertifikat Hak Milik,5500 Watt,1,,,,,,,,,,,,Dijual
RUMAH BARU CANTIK DI KAWASAN TRIBUN KALTIM,Rp 775 Juta,"Balikpapan Utara, Balikpapan",5,4,193 m²,150 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,,,,,,,,,,Dijual
RUMAH MINIMALIS DI PERUMAHAN GRAND CITY,"Rp 1,75 Miliar","Balikpapan Utara, Balikpapan",3,2,120 m²,100 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,,,,,,,,,,Dijual
RUMAH KOS DI AREA MILONO,"Rp 3,2 Miliar","Balikpapan Selatan, Balikpapan",2,1,400 m²,98 m²,,Rumah,SHM - Sertifikat Hak Milik,900 Watt,,,,,,,,,,,,,Dijual
RUMAH MINIMALIS DI PERUMAHAN BALIKPAPAN BARU,"Rp 1,8 Miliar","Balikpapan Baru, Balikpapan",2,1,130 m²,81 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,,,,,,,,,,,Dijual
RUMAH DI / CEPAT DI PERUMAHAN SIAGA,"Rp 3,5 Miliar","Balikpapan Selatan, Balikpapan",3,2,72 m²,65 m²,,Rumah,HGB - Hak Guna Bangunan,2200 Watt,,,,,,,,,,,,,Dijual
RUMAH KOS DI KAWASAN MARTADINATA,"Rp 2,3 Miliar","Balikpapan Tengah, Balikpapan",3,2,126 m²,79 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,,,,,,,,,,Dijual
RUMAH MURAH DI CALADIUM RESIDEN,Rp 550 Juta,"Gn. Samarinda, Balikpapan",12,13,400 m²,400 m²,,Rumah,SHM - Sertifikat Hak Milik,3500 Watt,,,,,,,,,,,,,Dijual
RUMAH MURAH DENGAN HARGA TERJANGKAU DI  PERUMAHAN INDRAKILA,Rp 700 Juta,"Gn. Samarinda, Balikpapan",4,2,156 m²,200 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,,,,,,,,,,Dijual
RUMAH STRATEGIS BALIKPAPAN BARU,"Rp 4,6 Miliar","Damai, Balikpapan",4,3,150 m²,250 m²,,Rumah,SHM - Sertifikat Hak Milik,4400 Watt,,,,,,,,,,,,,Dijual
RUMAH STRATEGIS DI PERUMAHAN BALIKPAPAN BARU,"Rp 2,9 Miliar","Damai, Balikpapan",17,8,469 m²,469 m²,,Rumah,SHM - Sertifikat Hak Milik,3500 Watt,,,,,,,,,,,,,Dijual
RUMAH SULTAN DI BALIKPAPAN BARU,"Rp 4,5 Miliar","Balikpapan Baru, Balikpapan",2,1,91 m²,45 m²,,Rumah,HGB - Hak Guna Bangunan,1300 Watt,,,,,,,,,,,,,Dijual
RUMAH STRATEGIS DI PERUMAHAN PUPUK,Rp 2 Miliar,"Balikpapan Selatan, Balikpapan",3,2,91 m²,80 m²,,Rumah,HGB - Hak Guna Bangunan,2200 Watt,,,,,,,,,,,,,Dijual
RUMAH ELIT TURUN HARGA DI PERUMAHAN BALIKPAPAN BARU,"Rp 2,7 Miliar","Balikpapan Baru, Balikpapan",4,3,300 m²,240 m²,,Rumah,SHM - Sertifikat Hak Milik,3500 Watt,1,,,,,,,,,,,,Dijual
RUMAH MINIMALIS DI PERUMAHAN INDRA KILA,"Rp 1,8 Miliar","Balikpapan Utara, Balikpapan",3,3,300 m²,220 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,1,,,,,,,,,,,,Dijual
RUMAH MURAH DI KAWASAN SUMBER REJO,Rp 550 Juta,"Sumber Rejo, Balikpapan",4,3,400 m²,220 m²,,Rumah,SHM - Sertifikat Hak Milik,5500 Watt,,,,,,,,,,,,,Dijual
DI JUAL CEPAT RUMAH STRATEGIS SATU LANTAI KAWASAN PERUMAHAN POKA,"Rp 1,8 Miliar","Balikpapan Selatan, Balikpapan",3,3,231 m²,156 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,2,,,,,,,,,,,,Dijual
RUMAH MINIMALIS DI KAWASAN  RINGROAD,"Rp 1,5 Miliar","Balikpapan Selatan, Balikpapan",4,3,180 m²,250 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,1,,,,,,,,,,,,Dijual
Rumah di jalan Mulawarman Lamaru,Rp 400 Juta,"Balikpapan Timur, Balikpapan",4,3,91 m²,180 m²,,Rumah,HGB - Hak Guna Bangunan,4400 Watt,,,,,,,,,,,,,Dijual
1087. Dijual rumah murah di Perumahan Balikpapan Baru Kalimantan,"Rp 6,5 Miliar","Balikpapan Baru, Balikpapan",2,1,96 m²,45 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,,,,,,,,,,,Dijual
RUMAH DIPERUMAHAN WIKA,"Rp 1,2 Miliar","Balikpapan Utara, Balikpapan",5,2,404 m²,150 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
LINGKUNGAN RAMAI,Rp 739 Juta,"Balikpapan Selatan, Balikpapan",5,4,100 m²,75 m²,,Rumah,SHM - Sertifikat Hak Milik,4400 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
2 LANTAI KILO 3 ADA DISINI,Rp 925 Juta,"Balikpapan Utara, Balikpapan",,,112 m²,112 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,1,Tidak,Tidak,,1,,Tidak,,Sumur Bor,Tidak,Baru,Dijual
BALIKPAPAN RUMAH & KOST-KOSTAN BANGUN REKSA (HM123),"Rp 1,4 Miliar","Batu Ampar, Balikpapan",12,10,719 m²,800 m²,,Rumah,SHM - Sertifikat Hak Milik,,,1,Tidak,Tidak,Unfurnished,1,Pemukiman Warga,Ya,2 Mobil,PAM atau PDAM,Tidak,Bagus,Dijual
BALIKPAPAN RUMAH WIKA LUAS CANTIK TERAWAT (HM62),"Rp 1,95 Miliar","Balikpapan Utara, Balikpapan",3,2,120 m²,130 m²,,Rumah,SHM - Sertifikat Hak Milik,3500 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
BALIKPAPAN RUMAH  BALIKPAPAN BARU  (HM72),"Rp 1,5 Miliar","Balikpapan Baru, Balikpapan",2,2,96 m²,70 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,,,,,,,,,,Dijual
BALIKPAPAN RUMAH PERUMAHAN BALIKPAPAN BARU CLUSTER TORONTO,Rp 2 Miliar,"Balikpapan Baru, Balikpapan",3,2,80 m²,77 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,,,,,,,,,,Dijual
BALIKPAPAN RUMAH BERSIH ASRI  TERAWAT (HM 40),Rp 700 Juta,"Sepinggan, Balikpapan",3,2,240 m²,240 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,Tidak,Tidak,,,,Tidak,,PAM atau PDAM,Tidak,Bagus,Dijual
Rumah di Batakan Village,"Rp 1,4 Miliar","Balikpapan Timur, Balikpapan",2,2,235 m²,135 m²,1,Rumah,SHM - Sertifikat Hak Milik,6600 Watt,,1,Tidak,Tidak,Furnished,,Pemukiman Warga,Tidak,4 Mobil,PAM atau PDAM,Tidak,Bagus,Dijual
rumah mewah tingkat 2 terawat dan terasa nyaman ditengah kota,"Rp 1,95 Miliar","Balikpapan Baru, Balikpapan",3,2,100 m²,96 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,1,Tidak,Tidak,Semi Furnished,2,Pemukiman Warga,Tidak,2 Mobil,PAM atau PDAM,Tidak,Bagus,Dijual
"DIJUAL KOST - KOSTAN DAN RUMAH KONTRAKAN DI PERUMAHAN PANJI, JL PROKLAMASI MANGGAR","Rp 1,05 Miliar","Balikpapan Timur, Balikpapan",4,3,140 m²,170 m²,,Rumah,SHM - Sertifikat Hak Milik,3500 Watt,,,Tidak,Tidak,Unfurnished,2,Pemukiman Warga,Tidak,2 Mobil,PAM atau PDAM,Tidak,Bagus,Dijual
RUMAH DI AREA AGUNG TUNGGAL,"Rp 3,8 Miliar","Damai, Balikpapan",3,2,200 m²,108 m²,,Rumah,HGB - Hak Guna Bangunan,900 Watt,,,Tidak,Tidak,,,Pemukiman Warga,Tidak,,PAM atau PDAM,Tidak,Bagus,Dijual
RUMAH HOOK HOMY LUAS DALAM PERUMAHAN BALIKPAPAN,"Rp 1,61 Miliar","Balikpapan Selatan, Balikpapan",3,2,105 m²,91 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,1,Tidak,Tidak,Unfurnished,1,,Ya,3 Mobil,PAM atau PDAM,Tidak,Bagus,Dijual
RUMAH KONTRAKAN  2 LANTAI 4 PINTU SIAP HUNI DI BATAKAN MAS,"Rp 1,6 Miliar","Batakan, Balikpapan",3,3,96 m²,104 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,Tidak,Tidak,Unfurnished,2,Pemukiman Warga,Tidak,2 Mobil,,Tidak,Bagus,Dijual
122 Balikpapan S.parman Rukan Cocok Untuk Kos Atau Kantor,"Rp 2,5 Miliar","Balikpapan Tengah, Balikpapan",10,10,716 m²,284 m²,,Rumah,SHM - Sertifikat Hak Milik,4400 Watt,,10,Tidak,Tidak,Unfurnished,2,Pemukiman Warga,Tidak,2 Mobil,Sumur Bor,Tidak,Bagus,Dijual
130 Balikpapan Baru Rumah 2 Lantai Ada Halaman Belakang,"Rp 1,6 Miliar","Balikpapan Baru, Balikpapan",4,3,400 m²,230 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,,,,,,,,,,,Dijual
121 Balikpapan Kartini Rumah Mewah Full Furnish Kolam Renang,"Rp 3,3 Miliar","Balikpapan Utara, Balikpapan",3,2,180 m²,150 m²,,Rumah,SHM - Sertifikat Hak Milik,4400 Watt,,,,,,,,,,,,,Dijual
136 Balikpapan Grand City Rumah Cantik 2 Lantai Siap Huni,"Rp 1,4 Miliar","Balikpapan Selatan, Balikpapan",8,4,135 m²,120 m²,,Rumah,SHM - Sertifikat Hak Milik,3500 Watt,,,,,,,,,,,,,Dijual
"142 Balikpapan Pupuk Rumah Hook 2,5 Lantai Siap Huni","Rp 4,5 Miliar","Balikpapan Tengah, Balikpapan",6,5,250 m²,300 m²,,Rumah,SHM - Sertifikat Hak Milik,4400 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
143 Balikpapan Rumah Kos 3 Lantai Tengah Kota,Rp 680 Juta,"Balikpapan Tengah, Balikpapan",4,2,156 m²,200 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
141 Balikpapan Syariffudin Yos Rumah Kos Kosan Lahan Luas,"Rp 2,5 Miliar","Balikpapan Utara, Balikpapan",4,4,250 m²,360 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
"148 Balikpapan Baru Rumah 2,5 Lantai Ada Pendopo Di Dak Atas","Rp 3,2 Miliar","Balikpapan Baru, Balikpapan",2,2,72 m²,72 m²,,Rumah,SHM - Sertifikat Hak Milik,900 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
TURUN HARGA RUMAH BESAR BANGUNAN BAGUS LOKASI TENGAH KOTA BERSIH DAN TERAWAT,"Rp 2,3 Miliar","Balikpapan Selatan, Balikpapan",4,3,300 m²,260 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,2,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
Rumah Besar Dan Cantik di Perum Elite Balikpapan Baru,"Rp 3,5 Miliar","Balikpapan Baru, Balikpapan",8,3,97 m²,120 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
Rumah Mewah Dan Minimalis di Wika. Dijual Semi Furnish Dan Siap Huni,"Rp 4,5 Miliar","Balikpapan Utara, Balikpapan",12,12,400 m²,200 m²,,Rumah,SHM - Sertifikat Hak Milik,4400 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
Rumah Besar Dengan Halaman Luas di Bukit Damai Indah,"Rp 4,8 Miliar","Balikpapan Selatan, Balikpapan",5,5,200 m²,240 m²,,Rumah,SHM - Sertifikat Hak Milik,4400 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
Rumah Minimalis Dengan Tanah Luas di Balikpapan Baru,"Rp 2,3 Miliar","Balikpapan Baru, Balikpapan",5,3,310 m²,300 m²,,Rumah,SHM - Sertifikat Hak Milik,7700 Watt,,,,,,,,,,,,,Dijual
RUMAH TIGA KAMAR TIDUR DALAM I PERUMAHAN FASILITAS LENGKAP DI PERUMAHAN WIKA,Rp 800 Juta,"Balikpapan Utara, Balikpapan",4,3,240 m²,250 m²,1,Rumah,"Lainnya (PPJB,Girik,Adat,dll)",,,1,Ya,Ya,,2,,Tidak,,,Tidak,Bagus,Dijual
"BALIKPAPAN,  RUMAH MEGAH TENGAH KOTA ( B455 )",Rp 13 Miliar,"Balikpapan Selatan, Balikpapan",3,3,490 m²,330 m²,1,Rumah,SHM - Sertifikat Hak Milik,,,1,Ya,Ya,Semi Furnished,1,,Tidak,,,Tidak,Bagus,Dijual
"BALIKPAPAN,  RUMAH TENGAH KOTA (Y459)",Rp 6 Miliar,"Klandasan Ulu, Balikpapan",4,3,660 m²,260 m²,1,Rumah,"Lainnya (PPJB,Girik,Adat,dll)",,,1,Ya,Ya,,1,,Tidak,,,Tidak,Bagus,Dijual
Dijual Rumah Borneo Paradiso Richwood Balikpapan,Rp 11 Miliar,"Balikpapan Timur, Balikpapan",6,2,235 m²,160 m²,1,Rumah,SHM - Sertifikat Hak Milik,,,1,Ya,Ya,,2,,Tidak,,,Tidak,Bagus,Dijual
RUMAH STRATEGIS DAN MURAH DI KAWASAN BALIKPAPAN BARU,"Rp 1,2 Miliar","Balikpapan Baru, Balikpapan",3,2,165 m²,90 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,,,,,,,,,,,Dijual
Rumah Mewah Dihook Ditengah Kota Dan Dekat Sekolah Dekat perpus,"Rp 4,5 Miliar","Gn. Sari Ilir, Balikpapan",6,6,2658 m²,600 m²,,Rumah,SHM - Sertifikat Hak Milik,13900 Watt,,,,,,,,,,,,,Dijual
Rumah Elegant Dan Megah Ditengah Kota Balikpapan ,"Rp 2,7 Miliar","Balikpapan Baru, Balikpapan",5,4,375 m²,600 m²,,Rumah,SHM - Sertifikat Hak Milik,4400 Watt,1,,,,,,,,,,,,Dijual
RUMAH BESAR BEBAS BANJIR  DI AREA GUNUNG GUNTUR,"Rp 4,4 Miliar","Balikpapan Tengah, Balikpapan",8,6,358 m²,458 m²,2,Rumah,SHM - Sertifikat Hak Milik,5500 Watt,1,1,Ya,Ya,Furnished,3,Pantai,Ya,2 Mobil,Sumur Bor,Ya,Baru,Dijual
RUMAH CANTIK DI KAWASAN PERUMAHAN BALIKPAPAN BARU,"Rp 2,7 Miliar","Balikpapan Baru, Balikpapan",6,3,250 m²,120 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
RUMAH CANTIK DI KAWASAN BUKIT DAMAI INDAH,"Rp 2,7 Miliar","Balikpapan Selatan, Balikpapan",7,7,206 m²,135 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,Tidak,Tidak,Unfurnished,,Perkotaan,Tidak,1 Mobil,PAM atau PDAM,Tidak,Bagus,Dijual
